"","code","away.pace","away.efg","away.tov","away.orb","away.ftprb","away.ortg","home.pace","home.efg","home.tov","home.orb","home.ftprb","home.ortg"
"892","201303040NOH","88.6","0.534","7.8","27.5","0.138","118.5","88.6","0.513","10.7","27.5","0.25","115.1"
"893","201303040DEN","94.4","0.444","13.8","21.7","0.101","93.2","94.4","0.564","15.9","32.4","0.081","110.2"
"894","201303040POR","88.8","0.469","7.1","41.2","0.144","118.2","88.8","0.671","10.9","32.4","0.146","137.3"
"895","201303040GSW","100.2","0.484","10.6","37.3","0.287","117.7","100.2","0.622","12.9","17.6","0.28","124.7"
"896","201303050PHI","98.7","0.572","19.6","31.6","0.169","110.5","98.7","0.435","11.5","33.9","0.14","102.4"
"897","201303050OKC","90.8","0.481","14.5","36.4","0.403","115.6","90.8","0.521","1.8","31.8","0.229","134.3"
"898","201303050SAC","96.6","0.588","10.8","31","0.235","124.2","96.6","0.529","14.9","34.1","0.271","116.9"
"899","201303060CHA","93.8","0.604","23.8","20.7","0.269","105.5","93.8","0.405","11.7","12.2","0.119","83.1"
"900","201303060CLE","96.1","0.489","13.6","19.5","0.184","105.1","96.1","0.45","9.7","34.8","0.256","108.2"
"901","201303060IND","89.2","0.452","13","20.9","0.096","93","89.2","0.398","12.9","29.6","0.125","90.8"
"902","201303060ATL","92.6","0.465","12.8","32.6","0.186","103.7","92.6","0.606","13.8","17.5","0.125","115.6"
"903","201303060DET","87.4","0.5","19.7","33.3","0.16","99.6","87.4","0.48","20.3","19","0.081","88.1"
"904","201303060MIA","91.8","0.483","15.3","36.6","0.112","104.6","91.8","0.473","13.8","18.9","0.365","105.7"
"905","201303060MEM","86.9","0.447","9.2","16.3","0.224","97.9","86.9","0.46","8.7","34","0.126","104.8"
"906","201303060MIN","91.8","0.492","24.3","19.4","0.277","89.4","91.8","0.434","13.5","19.1","0.276","94.8"
"907","201303060NOH","94.9","0.558","10.8","14","0.269","113.8","94.9","0.483","14.9","33.3","0.193","107.5"
"908","201303060DAL","93.5","0.526","11.5","22.2","0.333","115.5","93.5","0.608","11","13.5","0.133","119.7"
"909","201303060PHO","95.7","0.552","20.1","19.4","0.169","102.4","95.7","0.426","25.8","25","0.108","74.2"
"910","201303060SAS","86.7","0.417","7.9","25","0.089","95.7","86.7","0.595","12.8","15.6","0.176","116.4"
"911","201303060GSW","95.4","0.446","13.7","13","0.108","87","95.4","0.413","16.2","15","0.333","91.2"
"912","201303060LAC","92.3","0.563","13.2","13.2","0.152","109.4","92.3","0.609","9.7","23.7","0.126","126.7"
"913","201303070NYK","89.7","0.5","16.2","21.2","0.357","105.9","89.7","0.465","12.4","25.5","0.163","104.8"
"914","201303070DEN","87.3","0.465","10.7","24.4","0.153","105.3","87.3","0.63","11.8","21.2","0.13","122.5"
"915","201303080CHA","86.9","0.642","11.1","34.3","0.148","133.4","86.9","0.453","7.7","27.5","0.2","108.1"
"916","201303080ORL","92.5","0.584","11.4","33.3","0.217","124.4","92.5","0.421","18.1","27.3","0.207","93"
"917","201303080BRK","92.5","0.372","10.1","24.6","0.122","84.3","92.5","0.469","15.9","37.5","0.235","102.6"
"918","201303080CLE","90.1","0.547","11.7","25.7","0.105","114.3","90.1","0.5","15.2","20","0.278","102.1"
"919","201303080DET","92.7","0.596","12.4","10.5","0.115","110","92.7","0.453","8.7","32.7","0.125","106.8"
"920","201303080BOS","88.5","0.506","12.8","23.3","0.148","104.4","88.5","0.577","14.7","6.1","0.218","109.5"
"921","201303080CHI","82.9","0.469","13.6","37","0.148","106.1","82.9","0.395","10.5","42","0.309","107.3"
"922","201303080MIA","88.8","0.545","15.5","17.1","0.117","104.8","88.8","0.582","15","27","0.127","114.9"
"923","201303080SAS","94.4","0.692","9.5","26.7","0.198","144","94.4","0.56","11.7","18.9","0.143","112.2"
"924","201303080SAC","98.2","0.517","11.5","27.3","0.211","114","98.2","0.628","14.1","18.8","0.22","123.2"
"925","201303080GSW","94.5","0.466","11.9","15.2","0.338","99.4","94.5","0.431","14.3","24","0.149","93.1"
"926","201303080LAL","95.5","0.559","14.5","17.5","0.129","110.1","95.5","0.505","10.8","28","0.286","112"
"927","201303090ATL","88.3","0.47","8.9","22.5","0.181","105.3","88.3","0.448","16.8","27.7","0.143","90.6"
"928","201303090NYK","91.2","0.436","17.9","26.2","0.205","92.1","91.2","0.593","12","21.6","0.32","123.9"
"929","201303090MEM","84.6","0.443","12.2","27.5","0.19","100.4","84.6","0.494","10","31.1","0.198","113.4"
"930","201303090WAS","90.5","0.437","11.9","16.3","0.228","96.2","90.5","0.571","16","26.5","0.343","115"
"931","201303090DEN","100.9","0.446","19.2","21.3","0.155","87.2","100.9","0.596","17.8","16.7","0.231","110"
"932","201303090PHO","94.2","0.541","16.8","33.3","0.14","111.5","94.2","0.5","13.9","41.5","0.305","113.6"
"933","201303090GSW","94.6","0.571","14.8","14.6","0.179","108.8","94.6","0.488","15.8","25","0.159","98.3"
"934","201303100OKC","92.1","0.422","17.3","20.8","0.182","85.8","92.1","0.471","14.5","8.1","0.397","98.8"
"935","201303100LAL","84.5","0.393","12.1","36.7","0.124","95.8","84.5","0.483","12.4","40.4","0.081","106.5"
"936","201303100MIA","86.5","0.492","17","20","0.46","105.2","86.5","0.61","12.8","12.9","0.324","121.4"
"937","201303100ORL","94.2","0.494","11.7","18.2","0.07","96.6","94.2","0.566","15.7","14.3","0.06","105.1"
"938","201303100TOR","98","0.459","11.7","20.8","0.198","97.9","98","0.44","10","20.5","0.31","102"
"939","201303100MIN","92.2","0.5","11.1","31.9","0.087","108.5","92.2","0.375","8.7","15.4","0.125","83.6"
"940","201303100NOH","82.7","0.559","11.9","17.1","0.145","116","82.7","0.529","12.6","44.2","0.081","118.4"
"941","201303100SAC","100.1","0.5","8","25","0.322","114.9","100.1","0.5","8.7","23.3","0.202","112.9"
"942","201303100LAC","88.7","0.555","14.5","23.7","0.406","109.3","88.7","0.713","9","24","0.188","145.4"
"943","201303110PHI","84.5","0.531","11.1","29.7","0.136","114.8","84.5","0.579","6.4","23.7","0.237","125.4"
"944","201303110SAS","88.9","0.468","16.3","33.3","0.273","104.6","88.9","0.573","12","23.1","0.134","118.1"
"945","201303110UTA","86","0.469","7.4","14.3","0.188","104.6","86","0.556","11.2","31.4","0.16","119.7"
"946","201303110PHO","96.1","0.529","12.6","31.1","0.198","112.4","96.1","0.452","16.1","27.9","0.202","96.8"
"947","201303110GSW","86.7","0.308","13.2","19.3","0.247","72.7","86.7","0.481","13.7","29.5","0.218","106.2"
"948","201303120CHA","81.5","0.439","14.4","15.8","0.242","90.8","81.5","0.494","10","41","0.312","122.7"
"949","201303120CLE","89.2","0.441","13.7","24.4","0.303","100.9","89.2","0.458","10.5","28.6","0.229","106.5"
"950","201303120ORL","95.7","0.527","9.6","18.4","0.397","110.8","95.7","0.452","12.2","27.7","0.14","101.4"
"951","201303120BRK","82.2","0.545","13.3","32.4","0.167","119.2","82.2","0.531","8.8","48.7","0.288","131.4"
"952","201303120MIA","93.4","0.455","20.7","24.4","0.128","86.7","93.4","0.463","12.8","29.8","0.268","104.9"
"953","201303120MIL","97.7","0.567","8.7","7.9","0.268","117.7","97.7","0.528","8.5","15.6","0.157","110.5"
"954","201303120MIN","94.9","0.409","15.1","17.4","0.195","87.4","94.9","0.61","15.1","26.2","0.085","112.7"
"955","201303120POR","90.3","0.533","10.9","22","0.276","113","90.3","0.437","14.8","33.3","0.354","107.5"
"956","201303130IND","88.3","0.475","12","22.7","0.188","103.1","88.3","0.555","11.4","36.6","0.195","121.2"
"957","201303130PHI","87.1","0.5","13","27","0.307","112.6","87.1","0.512","11.7","31","0.082","108"
"958","201303130WAS","93.8","0.494","13.4","23.9","0.106","99.1","93.8","0.547","11.9","28.3","0.14","113"
"959","201303130ATL","91.5","0.435","7.5","21.8","0.13","100.5","91.5","0.519","12","21.4","0.177","104.9"
"960","201303130BOS","96.1","0.449","16.3","17.1","0.215","91.6","96.1","0.553","13.3","18.2","0.368","116.6"
"961","201303130HOU","98.1","0.457","19","12.5","0.086","82.5","98.1","0.579","19.8","31.4","0.303","113.1"
"962","201303130OKC","95.8","0.381","16","26","0.325","90.9","95.8","0.587","22.3","33.3","0.42","114.9"
"963","201303130SAC","90.7","0.398","15.9","26.7","0.157","87.1","90.7","0.596","5","20.6","0.265","133.4"
"964","201303130DEN","96.4","0.5","17.6","16.7","0.19","97.5","96.4","0.542","12.3","40.9","0.31","121.4"
"965","201303130GSW","85.9","0.478","8.6","31.1","0.135","112.9","85.9","0.625","13.5","31.4","0.208","122.2"
"966","201303130LAC","76.1","0.588","13.4","32.3","0.235","126.2","76.1","0.472","13.1","38.2","0.236","111.7"
"967","201303140SAS","91.6","0.494","11.2","13.6","0.108","99.3","91.6","0.47","14.1","27.5","0.155","100.4"
"968","201303140POR","89.9","0.482","11.8","23.9","0.134","100.1","89.9","0.577","13.8","23.7","0.192","116.8"
"969","201303150IND","98.2","0.506","14.1","15.9","0.256","100.8","98.2","0.434","13.4","29.3","0.071","94.7"
"970","201303150TOR","86.7","0.363","12.3","29.4","0.25","90","86.7","0.507","19.2","32.3","0.338","106.2"
"971","201303150WAS","84.1","0.456","11.1","26.8","0.175","103.5","84.1","0.563","13","23.7","0.208","114.2"
"972","201303150ATL","102.7","0.462","20.6","25","0.266","91.5","102.7","0.56","18","18.6","0.155","104.2"
"973","201303150HOU","92","0.519","12.6","22","0.198","108.7","92","0.561","17","30.8","0.338","117.4"
"974","201303150OKC","102.2","0.473","9","13.7","0.185","101.8","102.2","0.579","15.2","23.5","0.382","114.5"
"975","201303150DAL","94.8","0.481","17.3","15.6","0.141","90.8","94.8","0.543","15.6","20","0.085","101.3"
"976","201303150MIL","87.8","0.563","11","21.6","0.228","121.9","87.8","0.421","9.2","36.5","0.213","107.1"
"977","201303150DEN","84.9","0.376","13","40.8","0.188","94.2","84.9","0.461","15.6","32.5","0.208","102.5"
"978","201303150GSW","92.7","0.566","13.1","28.9","0.229","121.9","92.7","0.467","11.9","17.9","0.316","102.5"
"979","201303160WAS","93.1","0.511","12.6","38.6","0.17","112.7","93.1","0.591","8.9","32.6","0.183","136.4"
"980","201303160BOS","89.4","0.493","12.3","15.8","0.171","98.4","89.4","0.582","12.9","25.6","0.165","117.4"
"981","201303160PHI","88.5","0.42","11.8","36","0.193","102.8","88.5","0.532","12.1","23.7","0.177","110.7"
"982","201303160SAS","96.3","0.547","9.2","22","0.235","117.3","96.3","0.615","16.6","35.5","0.295","123.6"
"983","201303160POR","90.6","0.559","13.1","17.5","0.211","111.4","90.6","0.517","8.5","31.6","0.267","123.6"
"984","201303160UTA","82.5","0.455","11.3","26.2","0.182","101.8","82.5","0.472","5.6","18.4","0.324","109.1"
"985","201303170MIL","99","0.532","10.8","25","0.108","110.1","99","0.511","12.1","28.3","0.256","116.2"
"986","201303170TOR","87","0.657","13.1","6.9","0.299","124.2","87","0.426","13.9","50","0.117","104.7"
"987","201303170LAC","87.3","0.432","9.4","15.2","0.123","91.7","87.3","0.507","11.9","27.3","0.227","106.5"
"988","201303170HOU","96.5","0.526","9.1","18.2","0.073","111.9","96.5","0.378","13.9","22.2","0.151","80.8"
"989","201303170MIN","85.1","0.488","16.4","50","0.141","111.7","85.1","0.602","19.2","25","0.313","114.1"
"990","201303170DAL","94.2","0.519","14.7","31.6","0.3","113.6","94.2","0.512","13.5","19","0.193","107.2"
"991","201303170BRK","89.8","0.571","10.9","21.4","0.107","116.9","89.8","0.465","14.7","37","0.151","103.5"
"992","201303170LAL","92.7","0.49","4.8","15.9","0.083","110","92.7","0.653","13.3","18.8","0.264","121.9"
"993","201303180CHA","94.2","0.568","15.3","37.8","0.272","121","94.2","0.589","10.5","22.9","0.329","126.3"
"994","201303180CLE","95.2","0.489","12.2","34.1","0.284","116.7","95.2","0.413","9.8","27.6","0.152","94.6"
"995","201303180PHI","94.9","0.489","11.9","25.5","0.133","105.4","94.9","0.529","12.4","19","0.116","106.4"
"996","201303180ATL","95.9","0.646","11.2","27.8","0.135","132.5","95.9","0.613","14.6","14.7","0.28","117.9"
"997","201303180DET","86.6","0.596","8.8","36.1","0.241","137.5","86.6","0.442","15.1","26.3","0.167","94.7"
"998","201303180BOS","96.5","0.535","12.9","25.6","0.165","108.9","96.5","0.611","19.5","12.1","0.208","106.8"
"999","201303180CHI","92.5","0.495","10.4","40","0.2","116.5","92.5","0.531","11.8","26.7","0.167","115.5"
"1000","201303180MEM","87.7","0.372","10.5","26.9","0.151","87.8","87.7","0.518","13","26.2","0.085","104.9"
"1001","201303180NOH","85.8","0.571","17.3","17.6","0.186","108.4","85.8","0.355","12.8","25.5","0.157","83.9"
"1002","201303180PHO","94.8","0.362","16.1","25.5","0.149","80.2","94.8","0.529","14.6","31.1","0.08","104.4"
"1003","201303180UTA","81.7","0.522","13","22.9","0.261","110.2","81.7","0.441","16.4","42.2","0.211","101.6"
"1004","201303190IND","94.4","0.335","9.3","17.2","0.159","77.3","94.4","0.425","13.3","31.9","0.241","100.6"
"1005","201303190MIL","87.6","0.512","16.1","31.7","0.12","108.4","87.6","0.534","10.6","35.7","0.103","116.4"
"1006","201303190OKC","99.3","0.469","9.9","34","0.25","114.8","99.3","0.459","12.4","25.5","0.306","104.7"
"1007","201303190SAC","93.5","0.506","15.7","27.5","0.25","108","93.5","0.603","14.6","23.5","0.384","124.1"
"1008","201303200CHA","91","0.452","14.5","34.1","0.313","111","91","0.52","11.5","30.2","0.387","117.6"
"1009","201303200CLE","84.9","0.528","13.2","28.9","0.306","115.4","84.9","0.5","15.3","39.5","0.173","111.9"
"1010","201303200ATL","92.7","0.414","8.8","29.6","0.081","97.1","92.7","0.532","15.6","23.1","0.177","105.7"
"1011","201303200NYK","84.7","0.513","15.5","36.8","0.165","111","84.7","0.625","11.7","26.3","0.145","125.2"
"1012","201303200DAL","90.2","0.545","8.4","32.5","0.18","125.3","90.2","0.544","11.3","17.9","0.113","106.4"
"1013","201303200HOU","94.5","0.487","13.8","12.5","0.203","98.4","94.5","0.487","14.3","22.5","0.342","105.9"
"1014","201303200MEM","86.1","0.369","13.3","28.6","0.321","93.6","86.1","0.393","16","37.3","0.225","94.7"
"1015","201303200NOH","86.7","0.486","14.1","10.5","0.222","99.2","86.7","0.472","17.9","31.4","0.282","100.4"
"1016","201303200SAS","91.9","0.476","15","28.6","0.155","101.2","91.9","0.529","11.6","22.9","0.165","113.1"
"1017","201303200PHO","90.5","0.529","21","18.2","0.235","97.2","90.5","0.355","12.3","27.1","0.241","87.3"
"1018","201303200LAC","90.5","0.405","18.6","21.7","0.101","79.6","90.5","0.564","13.9","22.9","0.167","111.7"
"1019","201303210CHI","91.9","0.548","13.7","20","0.083","107.8","91.9","0.461","7.9","19.6","0.079","96.9"
"1020","201303210DEN","94.7","0.596","21","23.3","0.09","105.6","94.7","0.533","17.8","28.9","0.263","106.7"
"1021","201303210SAC","95.6","0.423","10.2","32.1","0.153","102.5","95.6","0.573","16.2","12.5","0.2","105.7"
"1022","201303220IND","93.2","0.322","6.7","32.8","0.129","83.7","93.2","0.5","13.2","26.8","0.291","109.4"
"1023","201303220ORL","96","0.456","12.1","23.3","0.3","101","96","0.44","12.7","22","0.087","92.7"
"1024","201303220TOR","85.1","0.606","13.7","27.3","0.183","116.3","85.1","0.525","12.4","22.5","0.139","110.4"
"1025","201303220ATL","92.6","0.529","8.7","22.2","0.138","112.3","92.6","0.488","10.9","13.6","0.145","100.5"
"1026","201303220MIA","92.3","0.452","19.5","38.3","0.169","96.4","92.3","0.618","18.5","12.1","0.279","111.6"
"1027","201303220HOU","95.6","0.384","13.1","19.6","0.14","81.6","95.6","0.636","19.8","37.1","0.234","121.4"
"1028","201303220NOH","81.3","0.432","11.6","25","0.274","102","81.3","0.5","15.2","42.1","0.184","110.6"
"1029","201303220DAL","91.7","0.448","13.6","22.2","0.325","102.5","91.7","0.5","12.9","31.7","0.268","113.4"
"1030","201303220SAS","93.1","0.469","13.6","22.4","0.073","94.3","93.1","0.512","15.2","17.8","0.214","101.2"
"1031","201303220PHO","100","0.544","12.7","24.4","0.392","117","100","0.4","13.3","29.8","0.105","86"
"1032","201303220LAL","95.4","0.523","8.7","13.3","0.138","107.9","95.4","0.549","16.1","21.4","0.136","104.8"
"1033","201303230CHA","90.8","0.519","15","19","0.127","101.3","90.8","0.453","14","17.9","0.307","100.2"
"1034","201303230NYK","88.2","0.474","17.7","25","0.158","95.2","88.2","0.563","11","31.4","0.266","124.7"
"1035","201303230CHI","85.4","0.417","7.3","20.9","0.244","98.4","85.4","0.451","9.9","26.1","0.173","101.9"
"1036","201303230MEM","92.1","0.574","14","20","0.284","115.1","92.1","0.479","7.1","34.8","0.213","119.5"
"1037","201303230DEN","95.4","0.5","13","23.3","0.105","99.6","95.4","0.459","13.1","33.3","0.271","105.9"
"1038","201303230GSW","93.6","0.449","11.2","26.1","0.148","98.3","93.6","0.56","19.9","23.5","0.227","108"
"1039","201303230LAC","87.9","0.52","15.1","25.6","0.243","108.1","87.9","0.525","14.3","34.3","0.228","114.9"
"1040","201303240MIL","92.6","0.564","13","18.4","0.205","112.3","92.6","0.484","13.1","38.8","0.109","106.9"
"1041","201303240MIA","92.3","0.365","11.8","24.1","0.135","83.5","92.3","0.586","10.4","11.4","0.263","118.1"
"1042","201303240HOU","91.6","0.487","15.5","17.9","0.244","103.7","91.6","0.456","12.4","27.9","0.288","104.8"
"1043","201303240MIN","89.7","0.517","12.7","43.5","0.135","115.9","89.7","0.538","13.1","15.8","0.167","108.1"
"1044","201303240OKC","90.7","0.468","16.7","17.1","0.114","91.5","90.7","0.549","10","25","0.159","113.6"
"1045","201303240DAL","95.1","0.555","16.5","30.8","0.207","113.6","95.1","0.607","18.4","21.2","0.4","118.8"
"1046","201303240PHO","87.1","0.487","15.1","39.5","0.368","117.1","87.1","0.444","8.6","46.3","0.121","114.8"
"1047","201303240SAC","93","0.531","7.9","37.8","0.156","125.8","93","0.547","12.6","22.5","0.118","110.7"
"1048","201303250IND","94.4","0.494","15","22.7","0.188","99.5","94.4","0.524","18.1","34.9","0.143","105.9"
"1049","201303250ORL","91.8","0.571","11.7","25","0.244","117.6","91.8","0.483","11.3","23.3","0.128","102.4"
"1050","201303250WAS","92.3","0.481","15.6","22","0.26","101.9","92.3","0.535","11.6","22.7","0.417","116"
"1051","201303250NOH","82.1","0.417","13.5","28.2","0.47","104.8","82.1","0.565","11.6","44.7","0.165","134"
"1052","201303250UTA","90.5","0.41","12","30.4","0.277","100.5","90.5","0.53","13.9","36.8","0.214","118.2"
"1053","201303250GSW","98.3","0.429","7.8","27.8","0.275","104.8","98.3","0.533","10.1","20","0.144","110.9"
"1054","201303260BOS","88.2","0.478","7.6","31.3","0.156","113.4","88.2","0.493","19.5","21.2","0.246","96.4"
"1055","201303260DET","86.3","0.62","13.6","23.5","0.089","121.7","86.3","0.449","15","25","0.139","95.1"
"1056","201303260DAL","90","0.506","15","24.4","0.188","102.6","90","0.524","13.8","19.5","0.28","109.7"
"1057","201303270CHA","93.5","0.565","9.8","17.9","0.155","115.5","93.5","0.553","9.3","28.9","0.235","121.9"
"1058","201303270CLE","99.5","0.48","14.5","5.1","0.263","93.5","99.5","0.483","16.3","20.5","0.105","92.5"
"1059","201303270PHI","91.8","0.449","12.9","29.2","0.135","100.2","91.8","0.517","13.9","31.8","0.09","109"
"1060","201303270TOR","92.6","0.556","10.9","20","0.21","115.5","92.6","0.474","18","23.8","0.179","95"
